director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination,actor_4_name
Katsuhiro Ôtomo,Mitsuo Iwata,Takeshi Kusao,Tesshô Genda,Action Animation Sci-Fi,akira,Mitsuo Iwata Takeshi Kusao Tesshô Genda Katsuhiro Ôtomo Action Animation Sci-Fi,unknown
John Herzfeld,Paul Walker,Olivia Wilde,Jason Flemyng,Action Crime Thriller,the death and life of bobby z,Paul Walker Olivia Wilde Jason Flemyng John Herzfeld Action Crime Thriller,unknown
Charles Binamé,Stephen McHattie,Roy Dupuis,Julie LeBreton,Biography Drama Sport,the rocket: the legend of rocket richard,Stephen McHattie Roy Dupuis Julie LeBreton Charles Binamé Biography Drama Sport,unknown
Keith Parmer,Rachel Ann Mullins,Josh Henderson,Grant Bowler,Action Crime Drama Thriller,swelter,Rachel Ann Mullins Josh Henderson Grant Bowler Keith Parmer Action Crime Drama Thriller,unknown
Dennie Gordon,Leehom Wang,Ruby Lin,Jack Kao,Action Adventure Comedy Romance,my lucky star,Leehom Wang Ruby Lin Jack Kao Dennie Gordon Action Adventure Comedy Romance,unknown
Ol Parker,Celia Imrie,Ben Miles,Darren Boyd,Comedy Drama Romance,imagine me & you,Celia Imrie Ben Miles Darren Boyd Ol Parker Comedy Drama Romance,unknown
Bruce Beresford,Mckenna Grace,Lucy Fry,Natalie Coughlin,Drama,mr. church,Mckenna Grace Lucy Fry Natalie Coughlin Bruce Beresford Drama,unknown
François Ozon,Charlotte Rampling,Ludivine Sagnier,Jean-Claude Lecas,Crime Drama Mystery Thriller,swimming pool,Charlotte Rampling Ludivine Sagnier Jean-Claude Lecas François Ozon Crime Drama Mystery Thriller,unknown
James Nunn,Spencer Wilding,Mark Wingett,Kacey Clarke,Action Drama,green street 3: never back down,Spencer Wilding Mark Wingett Kacey Clarke James Nunn Action Drama,unknown
David Webb Peoples,Delroy Lindo,Joan Chen,Anna Katarina,Action Sci-Fi Sport,the blood of heroes,Delroy Lindo Joan Chen Anna Katarina David Webb Peoples Action Sci-Fi Sport,unknown
Michael Winnick,Scott Takeda,Helena Mattsson,Craig Sheffer,Action,code of honor,Scott Takeda Helena Mattsson Craig Sheffer Michael Winnick Action,unknown
Bruce Beresford,Morgan Freeman,Jessica Tandy,Patti LuPone,Comedy Drama Family,driving miss daisy,Morgan Freeman Jessica Tandy Patti LuPone Bruce Beresford Comedy Drama Family,unknown
George Tillman Jr.,Vanessa Williams,Mekhi Phifer,Vivica A. Fox,Comedy Drama,soul food,Vanessa Williams Mekhi Phifer Vivica A. Fox George Tillman Jr. Comedy Drama,unknown
Stanley Tong,Françoise Yip,Anita Mui,Garvin Cross,Action Comedy,rumble in the bronx,Françoise Yip Anita Mui Garvin Cross Stanley Tong Action Comedy,unknown
David Oelhoffen,Viggo Mortensen,Reda Kateb,Ángela Molina,Drama War Western,far from men,Viggo Mortensen Reda Kateb Ángela Molina David Oelhoffen Drama War Western,unknown
Jason Reitman,J.K. Simmons,Cameron Bright,Todd Louiso,Comedy Drama,thank you for smoking,J.K. Simmons Cameron Bright Todd Louiso Jason Reitman Comedy Drama,unknown
Eli Roth,Jay Hernandez,Lauren German,Stanislav Ianevski,Horror,hostel: part ii,Jay Hernandez Lauren German Stanislav Ianevski Eli Roth Horror,unknown
Lone Scherfig,Dominic Cooper,Olivia Williams,Ellie Kendrick,Drama,an education,Dominic Cooper Olivia Williams Ellie Kendrick Lone Scherfig Drama,unknown
Anand Tucker,Frances Conroy,Bridgette Wilson-Sampras,Clyde Kusatsu,Drama Romance,shopgirl,Frances Conroy Bridgette Wilson-Sampras Clyde Kusatsu Anand Tucker Drama Romance,unknown
Tony Richardson,Joely Richardson,Beau Bridges,Nastassja Kinski,Comedy Drama Romance,the hotel new hampshire,Joely Richardson Beau Bridges Nastassja Kinski Tony Richardson Comedy Drama Romance,unknown
Joe Carnahan,Jason Patric,Chi McBride,Alan Van Sprang,Crime Drama Mystery Thriller,narc,Jason Patric Chi McBride Alan Van Sprang Joe Carnahan Crime Drama Mystery Thriller,unknown
Paul Gross,Molly Parker,Paul Gross,Kari Matchett,Comedy Drama Romance Sport,men with brooms,Molly Parker Paul Gross Kari Matchett Paul Gross Comedy Drama Romance Sport,unknown
Charles Robert Carner,Ivana Milicevic,Jenny McCarthy,Richard Bull,Comedy Crime,witless protection,Ivana Milicevic Jenny McCarthy Richard Bull Charles Robert Carner Comedy Crime,unknown
Russell Holt,Eric Johnson,Brenda Strong,Tiffany Dupont,Drama Romance,the work and the glory,Eric Johnson Brenda Strong Tiffany Dupont Russell Holt Drama Romance,unknown
Mike Judge,J.K. Simmons,Mila Kunis,Clifton Collins Jr.,Comedy Crime Romance,extract,J.K. Simmons Mila Kunis Clifton Collins Jr. Mike Judge Comedy Crime Romance,unknown
Larry Charles,Jeff Bridges,Cheech Marin,Bruce Dern,Comedy Drama Music,masked and anonymous,Jeff Bridges Cheech Marin Bruce Dern Larry Charles Comedy Drama Music,unknown
Claude Miller,Sandrine Kiberlain,Edouard Baer,Roschdy Zem,Comedy Crime Drama Romance Thriller,alias betty,Sandrine Kiberlain Edouard Baer Roschdy Zem Claude Miller Comedy Crime Drama Romance Thriller,unknown
Michael Winterbottom,Samantha Morton,Om Puri,Natalie Mendoza,Drama Romance Sci-Fi Thriller,code 46,Samantha Morton Om Puri Natalie Mendoza Michael Winterbottom Drama Romance Sci-Fi Thriller,unknown
Sacha Bennett,Bob Hoskins,Jenny Agutter,Vincent Regan,Comedy,outside bet,Bob Hoskins Jenny Agutter Vincent Regan Sacha Bennett Comedy,unknown
Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,Crime Drama Thriller,crash,Don Cheadle Loretta Devine Jennifer Esposito Paul Haggis Crime Drama Thriller,unknown
Rodrigo García,Mia Wasikowska,Michael McElhatton,Mark Williams,Drama,albert nobbs,Mia Wasikowska Michael McElhatton Mark Williams Rodrigo García Drama,unknown
Jeta Amata,Akon,Nathin Butler,Razaaq Adoti,Action Crime Drama Thriller,black november,Akon Nathin Butler Razaaq Adoti Jeta Amata Action Crime Drama Thriller,unknown
Siddharth Anand,Saif Ali Khan,Mary Goggin,Vic Aviles,Comedy Family Romance,ta ra rum pum,Saif Ali Khan Mary Goggin Vic Aviles Siddharth Anand Comedy Family Romance,unknown
Vincent Paronnaud,Catherine Deneuve,Gena Rowlands,Danielle Darrieux,Animation Biography Drama War,persepolis,Catherine Deneuve Gena Rowlands Danielle Darrieux Vincent Paronnaud Animation Biography Drama War,unknown
Joe Dante,Bruce Dern,Teri Polo,Haley Bennett,Adventure Fantasy Thriller,the hole,Bruce Dern Teri Polo Haley Bennett Joe Dante Adventure Fantasy Thriller,unknown
Dennis Gansel,Max Riemelt,Elyas M'Barek,Jennifer Ulrich,Drama Thriller,the wave,Max Riemelt Elyas M'Barek Jennifer Ulrich Dennis Gansel Drama Thriller,unknown
Nicolas Winding Refn,Keanu Reeves,Bella Heathcote,Charles Baker,Horror Thriller,the neon demon,Keanu Reeves Bella Heathcote Charles Baker Nicolas Winding Refn Horror Thriller,unknown
Daniel Barber,Joseph Gilgun,Jack O'Connell,Sean Harris,Action Crime Drama Thriller,harry brown,Joseph Gilgun Jack O'Connell Sean Harris Daniel Barber Action Crime Drama Thriller,unknown
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Romance,spider-man 3,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Romance,unknown
Robert Marcarelli,George Coe,William Hootkins,Ayla Kell,Action Adventure Fantasy Sci-Fi Thriller,the omega code,George Coe William Hootkins Ayla Kell Robert Marcarelli Action Adventure Fantasy Sci-Fi Thriller,unknown
Jason Reitman,J.K. Simmons,Jennifer Garner,Rainn Wilson,Comedy Drama Romance,juno,J.K. Simmons Jennifer Garner Rainn Wilson Jason Reitman Comedy Drama Romance,unknown
Ernie Barbarash,Darren Shahlavi,Aki Aleong,Brahim Achabbakhe,Action Thriller,pound of flesh,Darren Shahlavi Aki Aleong Brahim Achabbakhe Ernie Barbarash Action Thriller,unknown
Guy Hamilton,Desmond Llewelyn,Lois Maxwell,Jill St. John,Action Adventure Thriller,diamonds are forever,Desmond Llewelyn Lois Maxwell Jill St. John Guy Hamilton Action Adventure Thriller,unknown
Francis Ford Coppola,Al Pacino,Marlon Brando,Robert Duvall,Crime Drama,the godfather,Al Pacino Marlon Brando Robert Duvall Francis Ford Coppola Crime Drama,unknown
Adrian Lyne,Michael Nouri,Cynthia Rhodes,Lee Ving,Drama Music Romance,flashdance,Michael Nouri Cynthia Rhodes Lee Ving Adrian Lyne Drama Music Romance,unknown
Marc Webb,Joseph Gordon-Levitt,Chloë Grace Moretz,Zooey Deschanel,Comedy Drama Romance,500 days of summer,Joseph Gordon-Levitt Chloë Grace Moretz Zooey Deschanel Marc Webb Comedy Drama Romance,unknown
Jane Campion,Holly Hunter,Ian Mune,Geneviève Lemon,Drama Music Romance,the piano,Holly Hunter Ian Mune Geneviève Lemon Jane Campion Drama Music Romance,unknown
Steven Soderbergh,Channing Tatum,Alex Pettyfer,Matthew McConaughey,Comedy Drama,magic mike,Channing Tatum Alex Pettyfer Matthew McConaughey Steven Soderbergh Comedy Drama,unknown
Jonathan Liebesman,Sullivan Stapleton,Emma Caulfield,Angus Sampson,Horror Mystery Thriller,darkness falls,Sullivan Stapleton Emma Caulfield Angus Sampson Jonathan Liebesman Horror Mystery Thriller,unknown
Guy Hamilton,Yaphet Kotto,Geoffrey Holder,Clifton James,Action Adventure Thriller,live and let die,Yaphet Kotto Geoffrey Holder Clifton James Guy Hamilton Action Adventure Thriller,unknown
Jay Russell,Clint Howard,Frankie Muniz,Cody Linley,Drama Family Sport,my dog skip,Clint Howard Frankie Muniz Cody Linley Jay Russell Drama Family Sport,unknown
Adam Brooks,Ryan Reynolds,Sakina Jaffrey,Paulina Gerzon,Comedy Drama Romance,"definitely, maybe",Ryan Reynolds Sakina Jaffrey Paulina Gerzon Adam Brooks Comedy Drama Romance,unknown
Salim Akil,Gary Dourdan,Loretta Devine,Laz Alonso,Comedy Drama,jumping the broom,Gary Dourdan Loretta Devine Laz Alonso Salim Akil Comedy Drama,unknown
Baz Luhrmann,Leonardo DiCaprio,Elizabeth Debicki,Steve Bisley,Drama Romance,the great gatsby,Leonardo DiCaprio Elizabeth Debicki Steve Bisley Baz Luhrmann Drama Romance,unknown
George Clooney,Robert Downey Jr.,Tate Donovan,Alex Borstein,Biography Drama History,"good night, and good luck.",Robert Downey Jr. Tate Donovan Alex Borstein George Clooney Biography Drama History,unknown
Bennett Miller,Philip Seymour Hoffman,Michael J. Burg,Kwesi Ameyaw,Biography Crime Drama,capote,Philip Seymour Hoffman Michael J. Burg Kwesi Ameyaw Bennett Miller Biography Crime Drama,unknown
Robert Rodriguez,Quentin Tarantino,Steve Buscemi,Salma Hayek,Action Crime Thriller,desperado,Quentin Tarantino Steve Buscemi Salma Hayek Robert Rodriguez Action Crime Thriller,unknown
Michael Winterbottom,Milla Jovovich,Sarah Polley,Shirley Henderson,Drama Romance Western,the claim,Milla Jovovich Sarah Polley Shirley Henderson Michael Winterbottom Drama Romance Western,unknown
unknown,Kirsten Dunst,Adam Goldberg,Oliver Platt,Crime Drama Thriller,fargo            ,Kirsten Dunst Adam Goldberg Oliver Platt unknown Crime Drama Thriller,unknown
Michael Anderson,Farrah Fawcett,Jenny Agutter,Peter Ustinov,Action Adventure Sci-Fi,logan's run,Farrah Fawcett Jenny Agutter Peter Ustinov Michael Anderson Action Adventure Sci-Fi,unknown
Guy Hamilton,Christopher Lee,Hervé Villechaize,Desmond Llewelyn,Action Adventure Thriller,the man with the golden gun,Christopher Lee Hervé Villechaize Desmond Llewelyn Guy Hamilton Action Adventure Thriller,unknown
Craig R. Baxley,Bill Duke,Vanity,Carl Weathers,Action Comedy Crime Thriller,action jackson,Bill Duke Vanity Carl Weathers Craig R. Baxley Action Comedy Crime Thriller,unknown
Neil Marshall,MyAnna Buring,Shauna Macdonald,Craig Conway,Adventure Horror Thriller,the descent,MyAnna Buring Shauna Macdonald Craig Conway Neil Marshall Adventure Horror Thriller,unknown
Don Kempf,Bill Murray,Michael Jordan,Bob Costas,Documentary Sport,michael jordan to the max,Bill Murray Michael Jordan Bob Costas Don Kempf Documentary Sport,unknown
Matt Bettinelli-Olpin,Zach Gilford,Allison Miller,Vanessa Ray,Horror Mystery,devil's due,Zach Gilford Allison Miller Vanessa Ray Matt Bettinelli-Olpin Horror Mystery,unknown
David O. Russell,Lily Tomlin,Mary Tyler Moore,David Patrick Kelly,Comedy,flirting with disaster,Lily Tomlin Mary Tyler Moore David Patrick Kelly David O. Russell Comedy,unknown
Rob Zombie,Sid Haig,Ken Foree,Lew Temple,Crime Horror,the devil's rejects,Sid Haig Ken Foree Lew Temple Rob Zombie Crime Horror,unknown
unknown,Sarah Michelle Gellar,Alyson Hannigan,Emma Caulfield,Action Drama Fantasy Romance,buffy the vampire slayer            ,Sarah Michelle Gellar Alyson Hannigan Emma Caulfield unknown Action Drama Fantasy Romance,unknown
Rick Famuyiwa,Kimberly Elise,Rick Fox,Kiersey Clemons,Comedy Crime Drama,dope,Kimberly Elise Rick Fox Kiersey Clemons Rick Famuyiwa Comedy Crime Drama,unknown
Michael Rymer,LL Cool J,Omar Epps,Nia Long,Crime Drama Thriller,in too deep,LL Cool J Omar Epps Nia Long Michael Rymer Crime Drama Thriller,unknown
Sam Mendes,Albert Finney,Helen McCrory,Rory Kinnear,Action Adventure Thriller,skyfall,Albert Finney Helen McCrory Rory Kinnear Sam Mendes Action Adventure Thriller,unknown
Rob Zombie,Sid Haig,Matthew McGrory,Erin Daniels,Horror,house of 1000 corpses,Sid Haig Matthew McGrory Erin Daniels Rob Zombie Horror,unknown
Sharron Miller,Bernard Fox,Elizabeth MacRae,Charles Aidman,Horror,alien zone,Bernard Fox Elizabeth MacRae Charles Aidman Sharron Miller Horror,unknown
Ethan Coen,Michael Stuhlbarg,Fred Melamed,Peter Breitmayer,Comedy Drama,a serious man,Michael Stuhlbarg Fred Melamed Peter Breitmayer Ethan Coen Comedy Drama,unknown
Aaron Schneider,Bill Murray,Robert Duvall,Bill Cobbs,Drama Mystery,get low,Bill Murray Robert Duvall Bill Cobbs Aaron Schneider Drama Mystery,unknown
Steve Miner,Julian Sands,Richard E. Grant,Lori Singer,Action Fantasy Horror Thriller,warlock,Julian Sands Richard E. Grant Lori Singer Steve Miner Action Fantasy Horror Thriller,unknown
Gina Prince-Bythewood,Minnie Driver,Nate Parker,Darryl Stephens,Drama Music,beyond the lights,Minnie Driver Nate Parker Darryl Stephens Gina Prince-Bythewood Drama Music,unknown
Tom Ford,Colin Firth,Teddy Sears,Keri Lynn Pratt,Drama Romance,a single man,Colin Firth Teddy Sears Keri Lynn Pratt Tom Ford Drama Romance,unknown
Martin Scorsese,Irvin Kershner,Barbara Hershey,Roberts Blossom,Drama,the last temptation of christ,Irvin Kershner Barbara Hershey Roberts Blossom Martin Scorsese Drama,unknown
Michael Corrente,Jonathan Brandis,George Wendt,Shawn Hatosy,Comedy Drama Romance,outside providence,Jonathan Brandis George Wendt Shawn Hatosy Michael Corrente Comedy Drama Romance,unknown
Gurinder Chadha,Indira Varma,Martin Henderson,Anupam Kher,Comedy Drama Musical Romance,bride & prejudice,Indira Varma Martin Henderson Anupam Kher Gurinder Chadha Comedy Drama Musical Romance,unknown
Phillip Noyce,Roy Billing,David Gulpilil,Deborah Mailman,Adventure Biography Drama History,rabbit-proof fence,Roy Billing David Gulpilil Deborah Mailman Phillip Noyce Adventure Biography Drama History,unknown
Don Michael Paul,Jeffrey Jones,Faizon Love,Lil' Wayne,Comedy Sport,who's your caddy?,Jeffrey Jones Faizon Love Lil' Wayne Don Michael Paul Comedy Sport,unknown
Tony Maylam,Michael J. Pollard,Alun Armstrong,Alastair Duncan,Action Crime Horror Sci-Fi Thriller,split second,Michael J. Pollard Alun Armstrong Alastair Duncan Tony Maylam Action Crime Horror Sci-Fi Thriller,unknown
unknown,Melinda Clarke,Xander Berkeley,Aaron Stanford,Action Crime Drama Thriller,nikita            ,Melinda Clarke Xander Berkeley Aaron Stanford unknown Action Crime Drama Thriller,unknown
Mitch Davis,Anne Hathaway,Nathaniel Lees,Miriama Smith,Adventure Biography Drama,the other side of heaven,Anne Hathaway Nathaniel Lees Miriama Smith Mitch Davis Adventure Biography Drama,unknown
unknown,Jensen Ackles,Ashley Scott,John Savage,Action Drama Mystery Sci-Fi,dark angel            ,Jensen Ackles Ashley Scott John Savage unknown Action Drama Mystery Sci-Fi,unknown
Yash Chopra,Shah Rukh Khan,Preity Zinta,Anupam Kher,Drama Musical Romance,veer-zaara,Shah Rukh Khan Preity Zinta Anupam Kher Yash Chopra Drama Musical Romance,unknown
David Mamet,Alice Braga,Randy Couture,Jose Pablo Cantillo,Drama Sport,redbelt,Alice Braga Randy Couture Jose Pablo Cantillo David Mamet Drama Sport,unknown
Jay Duplass,Matt Walsh,Tim Guinee,Katie Aselton,Comedy Drama Romance,cyrus,Matt Walsh Tim Guinee Katie Aselton Jay Duplass Comedy Drama Romance,unknown
Kevin Brodie,Bruce McGill,Cheryl Ladd,Jack Warden,Drama Family,a dog of flanders,Bruce McGill Cheryl Ladd Jack Warden Kevin Brodie Drama Family,unknown
Paul Schrader,Ed Begley Jr.,Michael McKean,Kurt Fuller,Biography Crime Drama,auto focus,Ed Begley Jr. Michael McKean Kurt Fuller Paul Schrader Biography Crime Drama,unknown
George Hickenlooper,Hayden Christensen,Jimmy Fallon,Beth Grant,Biography Drama,factory girl,Hayden Christensen Jimmy Fallon Beth Grant George Hickenlooper Biography Drama,unknown
Lynne Ramsay,Ezra Miller,Siobhan Fallon Hogan,Ashley Gerasimovich,Drama Thriller,we need to talk about kevin,Ezra Miller Siobhan Fallon Hogan Ashley Gerasimovich Lynne Ramsay Drama Thriller,unknown
John Stephenson,Samantha Barks,Hans Matheson,Lesley Manville,Drama Family,the christmas candle,Samantha Barks Hans Matheson Lesley Manville John Stephenson Drama Family,unknown
Tim Chambers,Ellen Burstyn,Marley Shelton,Jennifer Butler,Drama Sport,the mighty macs,Ellen Burstyn Marley Shelton Jennifer Butler Tim Chambers Drama Sport,unknown
Curtis Hanson,Tom Cruise,Shelley Long,Rick Rossovich,Comedy Drama Family,losin' it,Tom Cruise Shelley Long Rick Rossovich Curtis Hanson Comedy Drama Family,unknown
Rodrigo García,Naomi Watts,Jimmy Smits,Carla Gallo,Drama Romance,mother and child,Naomi Watts Jimmy Smits Carla Gallo Rodrigo García Drama Romance,unknown
Dick Richards,Catherine Deneuve,Terence Hill,Jack O'Halloran,Adventure Drama Romance War,march or die,Catherine Deneuve Terence Hill Jack O'Halloran Dick Richards Adventure Drama Romance War,unknown
Jean-Marie Poiré,Christian Clavier,Isabelle Nanty,Valérie Lemercier,Comedy Fantasy Sci-Fi,les visiteurs,Christian Clavier Isabelle Nanty Valérie Lemercier Jean-Marie Poiré Comedy Fantasy Sci-Fi,unknown
Sofia Coppola,Nathalie Fay,Chris Pontius,Erin Wasson,Comedy Drama,somewhere,Nathalie Fay Chris Pontius Erin Wasson Sofia Coppola Comedy Drama,unknown
Bob Gosse,Geoff Stults,Susie Abromeit,Derek Wayne Johnson,Comedy,i hope they serve beer in hell,Geoff Stults Susie Abromeit Derek Wayne Johnson Bob Gosse Comedy,unknown
Alex Zamm,Taylor Negron,Raquel Welch,Larry Miller,Comedy,chairman of the board,Taylor Negron Raquel Welch Larry Miller Alex Zamm Comedy,unknown
Spencer Susser,Joseph Gordon-Levitt,Natalie Portman,Rainn Wilson,Drama,hesher,Joseph Gordon-Levitt Natalie Portman Rainn Wilson Spencer Susser Drama,unknown
Richard Shepard,Richard E. Grant,Mark Wingett,Richard Graham,Comedy Crime Drama,dom hemingway,Richard E. Grant Mark Wingett Richard Graham Richard Shepard Comedy Crime Drama,unknown
Gus Van Sant,Matt Damon,Casey Affleck,unknown,Adventure Drama Mystery,gerry,Matt Damon Casey Affleck unknown Gus Van Sant Adventure Drama Mystery,unknown
Thaddeus O'Sullivan,Olivia Williams,Luke Newberry,Eleanor Bron,Drama Romance,the heart of me,Olivia Williams Luke Newberry Eleanor Bron Thaddeus O'Sullivan Drama Romance,unknown
Peter Sollett,Steve Carell,Josh Charles,Luke Grimes,Biography Drama Romance,freeheld,Steve Carell Josh Charles Luke Grimes Peter Sollett Biography Drama Romance,unknown
Shari Springer Berman,Lynn Cohen,Marian Seldes,Dan Hedaya,Comedy,the extra man,Lynn Cohen Marian Seldes Dan Hedaya Shari Springer Berman Comedy,unknown
Aleksey German,Leonid Yarmolnik,Yuriy Tsurilo,Valentin Golubenko,Drama Sci-Fi,hard to be a god,Leonid Yarmolnik Yuriy Tsurilo Valentin Golubenko Aleksey German Drama Sci-Fi,unknown
